Row,SA_meanCT,RR_meanCT,RVNS_meanCT,SD_meanCT
98.76.5..7..4..3.........8.4..9..6....2..6.......7...13......75.4.5.......9.3.4..,2.244836,2.2004788,2.4937626,2.3653132
........1.....2.3...4.5.6....51......7..8.5..8.6.....9..7..3.2..4.9.....6...7.8..,2.5167362,2.3086171,3.0038124,2.3541762
98.7..6..7...6..5...6..4..76..3.21...5.........2.8...6.9..4......72....8.....8.1.,2.2975946,2.1370337,2.6746439,2.309488
98.7..6..7......9...5.9...85...7.9.4.7.....3...42..1..2....3....5..8...2...6...1.,2.3365778,2.155906,2.4987808,2.6671093
98.76.5..7...4.6.......3.7.6...2.9...7.........1..8.6.4..2...56....5..9......42..,2.1772643,2.2401556,2.7676534,2.8189512
98.76.5..5..4.3.8...3..8...6...7.9.....2....4.......2.1....7....96.1..7...56..1..,2.3138285,2.1532359,2.6280269,2.8201295
........1..2..3....4..5..6.....7...4..75.6.8..5.8......6.28.37..7..6..4.9........,2.1830304,2.0389422,2.6837708,2.8768814
98.7..6..7.54..8...3..8..5.8....4..6...6...98....7.4..6..5..9...5......2.....1...,2.2075855,2.1043907,2.3780815,2.8123212
.....1..2....3..4...56..7....68......2..4..1.5....2..3..9.8....6..9...7.75....9..,2.4065639,2.2304279,3.2322682,2.7763473
........1..2..3....4..5..6......27...5..6..8.7..1....3.8.......4.6.9...89.58...4.,2.3891646,2.1817968,2.872346,2.4900767
98.76.5..5..4..8...3.....6.8..2..7....1.9...........892....4.58...5...72......4..,2.2152587,2.1346237,2.3333627,2.3621473
98.7..6..7...5..9...4..9..74....8..9.9..7..3...2.9.5..1.....3...4...1..2....6..1.,2.1974563,2.491571,2.8736542,2.4694062
........1..2..3.4..5.16......3..7.2..8..3....6..95.8....9...4.7.3.....9.4....9..2,2.504697,2.3752636,2.803663,2.6190165
...........1..2..3.2..4.56.....5.7...8.....4.1....9..2..37......1..93..89.86.....,2.4319784,2.6519514,3.3572181,2.819339
98.76.5..7...4.9....5..8.7.6...7.4.....3...5......4..21.........964..1...7..1..6.,2.3168447,2.1955597,2.4384714,2.8116894
98.76....5....49....4....7.4....32...9..8..4...6.....91...2...5.4.3..1....9..1.2.,2.2718605,2.0595529,3.2275676,2.9313769
98.76.5..7....9.6..4..3.7.98.46..3..3...8...5.5........6..7.4....7....2....1.....,2.1947839,2.041215,3.2292656,2.5100362
.....1..2..3.....4.2..4..5....6..4...7..8...59....3.8...19......8..2.5..6....5.7.,2.5037533,2.3429481,3.0219874,2.7882536
........1.....2.3...4.5.6.......3..7..6....1..8..4.56..492......58.97...6...8.9..,2.2663348,2.250216,2.8120313,2.8669718
98.7..6..7..8..95...4.3....8..29.5...2...1..9.......2.6.......5.7.5...96.....87..,2.1604647,1.9251451,2.6767577,2.4835229
........1....23.4...51..2....26....4.7....6..8...9.5....42...6..9..7....3....8...,2.3352933,2.3941051,2.7064131,3.3363406
..5....9.67.9.....8...5.6..4......3...75..8.......4..2.3.....1...68..7......21...,2.5906125,2.1992325,3.0504884,2.8779641
........1.....123..12...45...6.7.....3...5..28..9.......7.8.....5...4..39..5...6.,2.4668604,2.2001208,2.9113848,2.831632
98.76.5..7....5.9...5.4....8.7..64..3......8..2......6..8..79.....21...........13,2.2649621,2.1374517,2.6236752,2.5691577
98.76.5..75..8..6...6......4.......3..593..8.......2....9..31....765..9..........,2.2465945,2.1394106,2.5361837,2.8169005
98.76.5..7...5..9......9..857...6.8...4...3.....2.....46...7.5.3...1...4......9..,2.3139617,2.2240303,2.5570465,2.464326
98.7..6..7..5...8...4.8...73...9...8.4....2.......1....7..3...4..32...6......51..,2.4587451,2.3415375,2.9342212,3.3331972
........1.....2.3...3...45...4..56...7..1....8..9.......6..3.2..9.7.....1...8.5..,2.5571766,2.3628937,2.5693268,2.9946755
98.76.5..75..8.4....3..5.8.2..5......9..7.6.........1..7...8.64..9..78......4....,2.221296,2.1169459,2.6333451,2.4702393
.....1..2....3..4...52..6....27..8...7......18....4.3...8..2....6.5..9..5.7.6....,2.7116568,2.1827479,2.5557852,3.2648089
98.7..6..5..94......7....9.4..3....5.2....8....5.6..7..5..1.3....36...1......3..2,2.3477043,2.1158999,2.6833977,3.3132977
98.7..6..5...8..7...7..48..3...4......58...4......62.3.5..21....1....4....94...6.,2.2617731,2.2229355,2.8660743,2.7661408
98.7..6..7...9.........8.9.57.4..3....8.2..51.........35..7...6.4.5....3..7..45..,2.2184868,2.1111347,2.3692673,2.4381859
98.7..6..7...5..9...4..9..78....5.3..4.37...9..3.8.2..3..5...1..6..1............2,2.3935148,2.1735493,2.5873395,3.0100044
98.7..6....7.5......4..6.7.8...9.5...7...5.4....3....21.........9..6.1....6..2..3,2.4128122,2.197834,2.7498081,2.7307106
.......12.....34.5..6.4.7...4.1.8....89....2.6...9.8...6..7.9..7......5.9.83.....,2.3218087,2.1876028,2.4324445,3.0198578
........1....23.4...24.5......3...5..6...4..78....79....15...3..7....6..9.......8,2.4446534,2.4493894,2.8485306,2.9360865
98.76.5..7..5..6.......4...6..9..8...3..7......9..6.2.1...5...8..7..91...9.1...5.,2.1967821,2.2956914,2.4280746,2.56741
........1.....234...3.1.25...2..5..3.3.....6.7..6..8....5..1..4.8..9..3..9.7.....,2.4215938,2.1761238,3.1401064,3.3167211
........1.....234...3.1.52...2..4..3.6..7..8.9..1.......5..1..4.7..9....8..6.....,2.5386886,2.3153806,2.9285305,3.7435546
........1.....2.3...4.5.6.....3.7..2.1.....7.7.6.8.4....95.....54...69..68..9....,2.4264817,2.2650872,2.5613094,3.1262649
98.7..6..5..........4.8..5.3...9..8..4....2.......1..6.9..3..4...3..7..1...9.2...,2.5436873,2.2626882,3.0082687,3.3749472
98.76....7....58....5....6.4...3..2...86..5..........3.1...2..4..78..9......1....,2.3274037,2.2313135,2.8110459,3.3643816
98.76.5..5..4..79......9..87...46.53...3.........7.6..4..6..3...9.....2...1..4...,2.2729423,2.1820785,2.4763812,3.1171215
98.76.5..7..4.38.........6.5.8.4..2..7.8..9....9..6...3.......1.5...4.....73..6..,2.2677049,2.1208279,2.3880364,2.9593463
98.76.5..7..4..96...6..3...8..5..4...2............9.1.5...7...9..8...7.....8...54,2.3001983,2.1023016,2.3293915,2.4749242
..1...2...3...4..55..6...7...35...8.8...4...7.6...89...8...2..93..1...6...7...5..,2.2141793,2.2405821,2.5476914,2.5695921
98.7..6..5...9..7...7..4..93.........2...95....84...9...56...8.....1...2.....316.,2.3817007,2.1551974,2.7392915,2.7257517
........1.....2.3...3.1.4....1.5...4.2...6....7.8..9....9.3..4..8....5..6..7.....,2.5274589,2.3371883,3.0911559,2.8377905
.....1..2..1....3..4..5.6.......3.67.6..8.4..2..7......8.9.....4.6...9..5...4..8.,2.4881911,2.2224357,2.5865918,2.7131003
98.76......5..497..........8....945..5....3...4......27...3...1.9...8.4.......2..,2.2676493,2.1568509,2.978132,3.023915
98.7..6..5...9..8...4.68...4..3......3..7.8....2..9.6..45.1..7......71.........2.,2.2191657,2.1362854,2.2953517,2.7664472
98.76.5..74.3..2....3..9.8.6......1..7.5..8......3....4..8...52.2.....78......4..,2.260493,2.030313,2.883075,2.2108193
98.76.5..75...4.....35...7.8....6..9.3.9...5...9.2.4..3......8.....1.6.......9..2,2.4891872,2.00026,2.5627067,2.9681468
98.76....7....59....4......6..5..3...2..39.1.........42...5.7...7.2....1..3..7.8.,2.3110211,2.1495464,2.6298708,2.6871555
98.76.5..7..4.........38...62..7..5...1..3..7......2..36..9...5..8...96........2.,2.3270194,2.1430238,2.5754062,2.1249346
98.7..6..75.....9...4.....88..3...2...7.5.3.......1..42...6.....7.8...5......31..,2.3644702,2.2978085,2.654801,2.8133639
98.7..6..7...6......6....5.47...3.....8.5.3.....8.......937.5....7.8.92......2..1,2.2300425,2.155575,2.1732044,2.8656037
98.7..6..75.....8...6......4...8.3....59...6......2..4.1..3.2....75...9......1...,2.3399554,2.1507421,3.2579667,2.4552254
........1.....234...3.1.52...2..5..3.3..6.2..7......6...5..1..4.8.7..9..9...83...,2.5062135,2.168216,2.7215154,3.0174293
1...2.3....43....2.3...5.6..5..4.2..7..5....1..6....3.6..7..8....9..8....8..1...4,2.4102786,2.2196471,3.42514,2.516098
........1.....2.3...4.5.6.....1....7..8.4.5...7...3.2...69.....58...49..94..8....,2.4709444,2.4018548,3.204291,2.696026
9876.....65....7............4..6..3...89..5.......2..1..57..6......3...4....16.2.,2.4907805,2.2886239,2.5789981,2.6346309
98.76.5..7..4..8....3..8...6...7.....75.496....96.....5..9.74......2..1.........8,2.2537608,2.1169177,2.1059414,2.812897
98.7..6..5...9......7..6...8..4...3..3...2..4..9.7.8....8.6.5.....5...1.........2,2.4204196,2.3029679,3.3073143,3.1701505
98.76.5..7.6..5.9..5.4...8.5.8...4..4.75...3..3........7.3..8.......2..1.......6.,2.191486,2.1097911,2.1344464,2.5267084
987......65.9..8...........4...63.....85..6......2..1...96..5......1..2......4..3,2.6264235,2.3520577,3.1691965,3.5175901
9..8..7...8..7..6...7..5...8...4.3...3.5.......9..2..17...5..4..5.9..8.......1..2,2.4887993,2.3586266,2.5199972,3.2295656
.......12..1..3....4..5.6....78.2....6..9.7..8......3..5.9.....4.6...9..7...4...5,2.2668884,2.2019951,2.188322,2.7637243
........1..2..3.4..1.56.7......7.8.5..3..6.9.82.........96....4.3...4...2..9...6.,2.3206178,2.1120482,2.3886559,3.0155388
98.76......5..49.........7.6...8...33..........2..15...4...2.59..9.4..12......4..,2.1865372,2.1447586,2.480643,2.7165075
........1....12.3...45..6.....3.......3....4756....3....54..7...8..95...2....8.9.,2.303902,2.246695,2.7871322,2.76887
98.7.......6.9.8.....8...5.6...4.3...4.3....2..3.....53....2.6..6..8.1....1..7..4,2.4187149,2.1584973,2.5331156,2.2594531
98.7..6..7...6......6....754..3....2..9.5.8.......1....2...6.1...7.8.5..........4,2.4390519,2.3087877,2.9798045,2.866969
98.7..6....7.9..85.....4...7...3...2.3....1....54.....2.....81..7..2...9..96.....,2.5495552,2.1577651,2.8281363,3.0104385
98.76.5..7.4..5.6.........35.76...9.3.........9...72..4.9.7..5....9.41.....5.....,2.2549963,2.1225837,2.3226308,2.5162985
9..7..65.7.65..4.........876..3..5...9..2..7...1......3...5...4.694......4...39..,2.1860408,2.1508398,2.5724758,2.5670678
98.7..6..7...8..5...5..4...3....62....89...4.....2...3.1.........75...9......14.7,2.3947136,2.1328729,3.0532027,2.9599196
........1.....234...3.1.25....6.......5..1..4.61..4..2.72..3..55..7.....8.....9..,2.2192711,2.2680363,2.4854622,3.463026
9876..5..4..8..6....3.2....8..7..4...7.....1.........65......4..9.4...65.....89..,2.1838032,2.1354163,2.6387769,3.060922
98.7..6....756.........9.7.5...4..323..........8..75...1.........9..68.....2...41,2.3103617,2.2817003,2.5431217,2.772602
98.7..6..75..9......6......8......4...9.5.7.....3....2.1...2.....7.6.8.....4...31,2.5588911,2.372407,2.6782026,2.8746835
98.7..6..5...9..7...7..4...32.........64...5...5.3.1....85..79.....81..2.........,2.3021789,2.2226383,2.6954753,2.8433414
........1.....234...3.1.52.......6....2..5..467.8.......5..1..3.8.9.....3...7..9.,2.3038536,2.224023,2.7107064,3.0642488
98.76.5..75..9..6...6......43......5..835..7......23....962..5....8...........1.2,2.2599338,2.1702001,2.5904789,3.1617502
98.7.....6.....5....5....7..6..4...3..98..6.......2.1..2..1......62..8.......3.24,2.343665,2.461257,2.747456,3.2752861
........1....12.3...45..6......5..7...84..5...3...7..2..9..5...64.9.....8...6.9..,2.5486359,2.2208082,3.3839661,3.2206022
98.7..6..75.....9...6......4...3.5....89...7...584..6..2...1.....728..5.........2,2.2972466,2.204439,2.2498252,2.5617115
98.7.....6...9......7..5...4..3..5....8.7..9......42...1...7..3..6.5..8....2..1.5,2.212767,2.0144499,2.7985176,2.8626966
98.7.....6...8.7....7..5...4......3...85..6......2..1..3..5...2..69..5.......1..4,2.3247279,2.5128588,2.5857041,2.8249109
........1..2..3.4..3..5.6.....7.4..2.8..3.9..7.1........9..58...6.3.....8...9...6,2.3848007,2.3175275,2.9002899,3.2187989
........1....23.....45...6...7...1...4.6...5.5....83...76.9...2.9..8....4..7...9.,2.7603725,2.2962338,2.8752689,2.9677143
9876.....5...8.6....4..3...3.5..89...4..9..5....5...2.1..8..5......1...2.....617.,2.2385275,2.1709598,2.8456744,2.7697671
98.76.5..7..5...8...5.....64..3....2..829..5............987..6......23........1..,2.3548908,2.14334,2.9344944,2.8615148
........1..1..2.3..4..5.6........7...7.5.4...8.6.7......73...69.6..4.8..9......2.,2.3426576,2.2265827,2.986478,3.0143234
........1..1..2.3..4..5.2.....6...7...2..73...8.5....9..9.....3.6..4....5..8...9.,2.4700711,2.4177321,2.8706758,3.2666131
98.76.5..7...4.3....4..5.7.2.......3..65...2.....2...1.9.4....5..8.5..6......81..,2.1794322,2.2225607,2.2752749,2.9103465
........1..2..3.4.15.26........7...8..5..2.9..7.8..6....3...9...4.3...5.52...9...,2.3565432,2.1611925,2.6903188,2.9130496
98.7..6....5.98.....4....9.8....73.....6...42....3...13...7.2...57..2....1.3.....,2.2545023,2.111436,3.0118745,2.6157136
.....1..2....3..4...52..6....7.....8.5.8..7..9.8.2.....6...4..35....2.1.8..9..5..,2.5082145,2.285153,3.0420275,3.1228035
98.7..6....5..........94.8.3...5...2.9...71....69...7.2.......3.1...97.....6...1.,2.4030515,2.2332776,3.0447587,2.8172788
98.76.5..7......9..5.4..8..5.8..43...4..3......75......7.3..4.......2..1........6,2.1958448,2.169244,2.0512978,2.7122023
98.7..6..5...8..7...7..6...4....3.....95...8.....2.1..1.......2..56...9.....4.3..,2.4033532,2.1217186,2.9262118,2.9194832
98.7..6..75.....8...6.....74...3...2.256...9......24...3..1...9..98...5.......1..,2.3113455,2.1519363,3.3967801,3.0638644
98.76....75....4....3..5.7.5.......2.3...8.9...9.1...43....9.5....6..1......2....,2.2576894,2.1497058,2.5810932,2.5750871
98.7..6..75..6......6......4..6...3...5.8.9.......2..1.3.8...2...9.7.8.....1...94,2.1077916,2.303092,2.3750041,2.9597639
98.7.....7.6...5....4......5..8..9......4..3......2..1.7.9..6......3..49.....1..2,2.5379362,2.320088,2.9834054,3.3218968
1...2.3....45....1.3...6.7..4..8.5..6..3....2..9....1.5..4..1....6..7....8..5...9,2.5080898,2.2758326,2.7993479,2.3185718
.......12..1..3..4.2..5.6.....4...7..6..8.2..7.......3.9.5.8...2.6.9....5.....9..,2.3124045,2.2471632,2.6821652,3.1241053
........1.....234..13...25.....6..7...2..5..3.8.9.......1..4..5.6.85....9...7....,2.3613881,2.3308356,2.7038479,2.5187746
98.7.....6...5.8....5..8.4.3....4.7...96..4......2...1.9...5.3...63..5......1...2,2.4345312,2.2531007,2.9496424,3.1696513
98.76....7.....9....5..9.8.85...76....4.3...........4852...68....82...61........2,2.1802411,2.0822684,2.6200818,2.4160088
98.7..6..5...6..7...7..4..93....2.....65...9.....4.1...2...6..8..54...6.....1.4..,2.3522317,2.1541578,2.5914009,3.0158712
.....1..2....3..4...56..7....6..2..1.7..4....8..5..9...5.8..6..6.7.....89.8....3.,2.5124935,2.4406627,2.9525611,3.4229046
98.7..6....5.9..7......4..93..6..9....7.5..6......2..42..13...6.1....8....6....1.,2.5487114,2.3009143,2.8629975,3.5213357
98.76.5....7....6......4..78....96..3...2.....1.5...9.2...3.....6.8...1...8..54..,2.2488642,2.348312,2.4563307,2.2365691
98.7..6..75..4......3..9.7.5....7.9....4....6....2.1..3.....4...7...438....1....2,2.2181475,2.1086781,2.3887147,2.5208517
98.76.5..7....4.9...3......6..4...7...8..6.4.....2.1..2...4..5..3.5.......5..9..1,2.1979461,2.2294888,2.5615247,2.862346
........1..1..2.3..4..1.5.2..2..3..6.3.7.....8...9......3..51...7..8....9..4...6.,2.2982929,2.3513084,2.8293238,2.8710724
........1.....2.3...1...452..2..3.1..6..7....8..9...4...5..4..3.9.8.....7...6....,2.6681797,2.43944,2.4230787,3.11802
........1.....1.2...3.4.5.........67..8.5.9..2697.......54.9....3..8....8....54..,2.2495663,2.1576197,2.593914,2.6800177
98.7..6....5.96........4.9.8.....3...3.....72..23....64....5..1.7.6..2....8.1..6.,2.1884697,2.365675,3.0327382,2.5677777
98.7..6..75.....9...6.......4..3......59...8......42...1......3..85...6.....129..,2.5399275,2.3228286,2.9558847,3.0936834
98.7..6..7...6..5...6..4..7.5....3....9.4...2.....9.8...24...61....16........2.3.,2.479814,2.125167,2.5479678,2.4815555
..............1.23..2...415.....51...6..7....8.49....7..3..45..47.6.....9...8....,2.5235437,2.3704793,2.8690857,2.4844308
........1.....234...3.1.52...1..3..2.6..7....8..9.......4..7..3.9.8...7.7...6....,2.4690728,2.2258868,2.5784247,3.1782147
98.76.5..7.64..9.......8.6.3..5..49...2.3............31...45.7...91...4.......1..,2.2871558,2.1081874,2.7410717,2.1101535
98.7..6..5...6......4..3.7.3....4.....56..9......2...1.5......2..68..4.7....1..9.,2.4583171,2.2376091,2.6331242,2.5271605
........1.....234..34...25.....6..7..5......48.79.......9.7.....1...5..26.58.....,2.4244901,2.1971615,2.659959,2.66056
1....2..3..2....4..5..6.1.......32..3...5...7..89.......7.4..9..6....7..9..8....1,2.6617604,2.1888918,3.3545784,2.5752069
98.76.5..7....4.6...3.....78...2...12..4...9..3...5...5...4..2...85....6.....91..,2.2544651,2.2135856,2.6710224,2.7137702
.......12.....3..4..4.2.5....2.1...5.6.3.....7..8.24....9....5..3.7..9..8....6...,2.2829122,2.1378439,3.0664571,2.7703186
.......12..1..3....4..5.6....7.8...6.8...4.9.4..5..8...7..4.9..3....6...8.42.....,2.3307688,2.2506184,2.9902489,2.5655955
1....2..3..3....4..5..6.7.......48..7...5...1..96.......1.7..3..8....6..2..9....5,2.5022253,2.2618035,2.8500884,3.1246804
98.76.5..7..4..9....4....8.6..9..3...4...........2...15.........3...76....63...59,2.3077321,2.2665277,2.6119003,3.1669371
1..2....3.4..1..5.2.6......7..4.8.1.....5.....8.7.1..4......9.6.7..4..8.3....9..7,2.2737764,2.1426991,2.4504555,2.3620626
98.7..6..76..5......4..8...8...9.3....72...1.........5.5..3.7....9..4..2...1...9.,2.4223952,2.2278923,2.8482199,3.4073627
98.76....75...49....359....6...4.7...7.....2...8.....15..4..6...2...6..3....5..1.,2.3839955,2.3003795,2.9053313,2.736091
98.7..6....5.4.........9.8.3..4...2..7...63....1.....52....49...3.9...7.....3...1,2.4789022,2.1876913,2.6870949,2.6734786
98.7..6..75..6......6..9...4....3.8...5.8.7..........3.2...1..4..7.9.5.2...2...1.,2.3392913,2.1029549,2.7683086,2.5667346
98.76.5..7...4..9...3..9...6..4...2..9......3..5...8..2....4.7....92.1.....67....,2.2287324,2.3903133,3.1033968,2.4947557
9..8..7...8..7..6...5.....48...6.3...2.9...4...1..2...3..6...9...8..1..5....4.2..,2.4162662,2.2027633,2.5370244,3.240521
........1.....2.....3.4.56...5.......4...7.5.6...5.84..5..3.68.3....6.7.8.69.....,2.3158597,2.1888468,2.6618838,2.8157825
9..8..7...8..6..5...4..3...8..2...9...3.5.2.......4..12...7.9...5.1.......8.....6,2.3880216,2.359849,3.3281529,2.7715709
98.7..6..7...5..8...6......4...3......85...9......2..32....1.5..1....4....79...61,2.3775578,2.2396575,2.9049406,3.1791569
........1....23.4...56..7....72..3...5..48...18.........9..2.6..7.9....35...6.9..,2.2694584,2.1673411,3.1877575,2.7675679
98.7..6..7...5......4..8.7.8....3.4..7.2.......3.1...5.4...9.3....3..1......6...2,2.4985178,2.2121728,3.1737441,2.8766178
98.76....75...48....358....67.8..4....9....8.....4...25...7.6...9......1...4...3.,2.4296583,2.1712,2.7761354,2.8210723
98.7.........6.7.......5.4.5....3....4.8...3...7.9.2..4...1...6.2.4..1....1..9.7.,2.388584,2.3645724,2.7712887,3.2130554
98.7..6..5...9..7...6.....94..32..5..2...87..........21....93...9.5...1...4.1...7,2.4852679,2.0743391,2.873965,2.9646092
.........5679.....89....7..9...3..2...85..6.......1..34...2..1...56..8.......4...,2.5445442,2.3697302,2.745618,3.0203226
98.7..6..7......98..5......67.4...8...3.6.4.7........624.8....9.....18.........2.,2.2508833,2.191443,2.5922005,2.5641999
98.7..6..7...54.9...5.......3...2.....94...82..75...6...89...4.....4.1.......5...,2.3356963,2.2044559,2.8722838,2.8640323
1..2......3...4.....2.5.6..4.....7....5.8...6.9...3.8...79..4.5.....7.69....6.87.,2.6106489,2.5244938,3.0489772,3.3737897
98.7..6..5...9......7..4.9..7.3..8....2....5.....2...4.1..7..3...8..31....61.....,2.2912172,2.1287109,2.9360445,2.5123254
.....1..2....3..4...56..7....61..8...1...4..37...2..1...9..7..86.....9..85.9.....,1.9696351,2.6388908,2.6456533,3.5191765
98.7..6..75.....9...6......4...3......58...6......21...2..8...4..79...8......13..,2.3747684,2.2291976,2.850042,3.2296084
........1.....2.3...3.1.4....1.5...6.7....5..8..9.......6.3..4..9...76..2..8...5.,2.3938382,2.392359,2.7722387,3.1763431
98.76....5..4.......6..58..6....93...9..5..2...3.....14..5....7.6...45......1...2,2.3297525,2.0830472,3.0873584,2.872267
.8.7..6..75..6..9...69.....4.......3..5.4.96....5....4.2.....1...839.7....7.5.8..,2.2052732,2.1167509,2.2310078,2.6342352
98.76....76.5..8....5......4......3...729.6..........2.1..7...5..918.2.......2.1.,2.3263567,2.1459446,2.5887779,2.8662653
98.76.5..7...4.9....5....6.5....4.3..9..5.8....86.....27.1.......9.7.2.....4...7.,2.2149423,2.1530527,2.480614,2.512795
98.7..6..76..9......5......4..3...2...6.5.8.......4....1......3..7.8.59......271.,2.1648482,2.1373332,2.4816649,2.5129566
98.7..6....7.9..5....4.....7...3..8..5.6..3....2.....12..3..1...7..8..3...3..4..5,2.2952552,2.1729016,2.7321009,2.7178311
98.7..6..75.4..3....1......5...648...6..87.5....5.....3......9..7.8..53......3..2,2.4456029,2.0282189,2.3308706,2.2246038
.......9.5679......8....5....57..6..4...3...9.....2.1...85..9......1..2......4..3,2.348931,2.51064,3.3342953,3.304924
98.7..6..7.6.9..5..4...8...8.9.3...5.2...79........3..6.8.7.5.....8....7.....1..6,2.1972309,2.1261645,2.1774453,2.2696233
98.7..6..75..4......3..9.7.8....7.3....2..8.....1....23...1.4...9...5.8...8.....6,2.4193861,2.1001357,3.0832699,2.8154708
98.7..6..7......5..4..3...93...2..8...4.....2.....193.2.........3..9...1..65..3..,2.4617617,2.2234542,2.480351,2.766318
.....1..2....3..4...56..7.......2.3..5....8..8...4...1.6..1.....97..3...5..7..9..,2.833466,2.3259139,3.1738894,3.0209116
98.7..6..75..9......4..8...8...5.3....92...1......4..96......8..3..7.5.......1..2,2.333729,2.2590882,3.0146062,2.9660878
98.76....75.........4..98..8....69.....3...86....2..1..4...75.....6....3....1..2.,2.4026383,2.262588,2.4244028,2.3749691
98.7..6..75.4.......3.8..7.5...2..9....3..2.......6..13..2..1...7..3..8......4.2.,2.2869877,2.131738,2.7808867,2.8173955
1...2...3.2.4..5....3..5.2..3..4...67..3..8....8..9....4..1.7....9....6.3..6....5,2.4681968,2.0944735,2.9102155,3.0793211
1...2.3....21....4.5...6.1..7..8.9..9..2....3..4....5.7..8..1....6..2....3..9...7,2.3522092,2.2702437,2.9696141,2.8179643
98.7..6..75..4......3..9...5....8.9..3......6..7.2.1...7...3.8....48...7...1..2..,2.2998379,2.2220759,2.4245543,2.5205187
98.7..6..75..6......6..8...4......3...7.5.9.....2....4.1.3...9...9.8.5.......1..2,2.1945361,2.3256862,2.451704,2.4762144
98.7..6..75.4.......3.8..7.8.........3..5..8.......2.13...7..9....19...6.....47.2,2.3991265,2.221909,3.0322724,2.8114534
........1.....2.3...4.5.6....5.....3.4.7...2.6...4.8...5..6.9..4.95.7...8.6..1...,2.2963141,2.2258659,2.4868448,2.9617344
1..2......3..4......5..64..7..8..1...9..2..8...6..5..2..87..6......3..9......2..5,2.5390792,2.4295986,3.1926891,4.0176221
........1..2..3....4.15..6...17...43.5..8..9.7..........5....8..6...8..94...9.6..,2.7523006,2.2862033,3.1975967,3.216398
........1..2..3.4..1.45.2......6.7....8..9.3.6..7....5..9......23...49..48.9...2.,2.1911426,2.1906009,2.5446227,2.7627626
........1.....2.34..5.3.6....6.7.42...7.6.3...4...8.6...9..3...5..7..9..76..9....,2.3568277,2.1718853,2.5820599,2.8099091
98.71.5..7.3.589.......3.8.5...7.6...4.........9.....21..6....9....2..65.....71..,2.3787999,2.2737281,2.7803834,2.4811568
.....1..2....2..3...2...45...3.....4.4...678.87.9.......4.1...5.9.8.....6....7...,2.3786174,2.2428463,3.1388438,2.6207435
98.7..6..5...4......3..9.7.4.......2.6...23....28...1...93..7......5...3.....1.8.,2.4029637,2.2706318,2.3831595,2.9268728
98.7..6..7.5.9..4..4.......3..8..9...7...5.12....2....1...8...6.3...91....71...3.,2.2415637,2.209082,2.9129284,2.8183972
98.7..6..5...9..7...7..4...32..1......64...9......3.....85...6.....825......4...1,2.4311489,2.2789062,3.3062284,2.7809648
98.7..6....5.4.........9.3.6..2....7.21.....6......28..7.8..1....9..5.......3..4.,2.2344483,2.1362275,2.5922096,2.3724904
........1.....2.3..14.3.5.....6.7.....83......73.4...5.41.7..5.7.....1..9..8..4.7,2.106149,2.0910803,2.3489429,2.3146291
..............1.23..2.3.4.......56....63.7.5..4..6..3...7.5.3...14.7.5.28..9.....,2.4109778,2.0888599,2.6518768,2.6625089
98.7..6..75..6......6..8...4......3..9.2.4..5..5.8.9...3.8...1...9.5.8.......1..2,2.6856185,2.2521434,3.4324292,2.9138173
98.7..6..5...8......4..9.3..5........2...8.9...8.4.2.1.4..2...3..5..3.2....6..7..,2.3333633,2.0549569,3.0419582,2.9714018
98.76.5..75.4.38....2......8..1...74.1.....85......1..3....9....7.5..4......4...6,2.4109484,2.3122955,2.3953896,2.5282079
........1..1..2.3..4..5.6.....7...8..8..6.4..7....3..2.9.......4.5..69..6.8.9..5.,2.5227848,2.2356737,2.5390728,3.1256773
........1..2..3.4..4..5.6......7.1....36.....4....2.8..3...8.2.2..5..8..8.9.....7,2.3758753,2.2458588,2.5166971,2.5779178
98.7..6..5...86.....6....7.4..3....7..8..79......4..2.1...7..3...5..97.....2....1,2.2915466,2.2503393,2.8554761,2.9855241
98.7..6..5...9..7...7..4..93....21...2.........69...5...84...6.....1...4.....63..,2.5554002,2.2012485,2.4447626,2.7693776
98.7..6..5...4......3..9.2.4.......6.7...3.5...527.8...5.1...8.....8...1.....79..,2.2280298,2.1756202,2.3147129,2.8647597
98.7..6..7...9..5...5..4...3....2....2..1......94...6..9...6..1..75...4.......38.,2.258226,2.1850451,2.9397748,2.6758302
9..8..7...8..7..6...7..5..88....4.3..3......5..92..8..2......4..9.3..1....1.6...2,2.5884982,2.3532564,3.2832446,3.3742589
98.7..6..7.6....9..54.......7..5..3...98..4.......2..1..36..8......4..6......1..2,2.2278267,2.2119623,2.8876051,3.0600596
98.7..6..5...4......48...5.8....73...3..9...6..63...2..7.9..2....8..1......27...1,2.2472511,2.1661126,2.9840842,2.814434
.....1..2....3..4...56..7....61..8...1...4..75...2..31..9..8...65.9.....7.....9..,2.770489,2.3285376,3.1326795,3.2849513
.....1..2....3..4...52..6....6.1.....7.8..4..8.4..2.9...7....3..5...9..46..7..8..,2.5271675,2.2928079,3.036893,2.9707422
98.7..6..5..4...7.....3...24...9...5.1.5.........74.1.1..9...4..9....3....6..8...,2.3068641,2.0901559,2.7368616,2.8117839
98.7..6..7.....5....4.8..7.3...6...7..68.74.....2...6..5.1.......3.2..4......9..1,2.1358352,2.1554528,2.6399954,2.6266086
98.7..6..75.....9...6........96..45...78...6.....3...2..85...7.....4.5........1.6,2.2542976,2.1447841,2.675697,2.5221668
